NOM_SC;NOM_FR;COMMUNE;CODE_INSEE;DATE_OBS
Carduelis carduelis (Linnaeus, 1758);Chardonneret élégant;RUEIL MALMAISON;92063;1905-06-26
Columba livia Gmelin, 1789;Pigeon biset;RUEIL MALMAISON;92063;1905-06-26
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;RUEIL MALMAISON;92063;1905-06-26
Columba livia Gmelin, 1789;Pigeon biset;RUEIL MALMAISON;92063;1905-06-29
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);RUEIL MALMAISON;92063;1905-06-29
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');RUEIL MALMAISON;92063;1905-06-29
Actites hypoleucos (Linnaeus, 1758);Chevalier guignette;RUEIL MALMAISON;92063;1905-06-30
Phaneroptera falcata (Poda, 1761);Phanéroptère commun, Phanéroptère porte-faux, Phanéroptère en faulx, Phanéroptère en faux;RUEIL MALMAISON;92063;1905-06-30
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;SEVRES;92072;1994-03-16
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;MEUDON;92048;1994-03-16
Aphantopus hyperantus (Linnaeus, 1758);Tristan (Le);CHATENAY MALABRY;92019;1994-01-10
Ctenopharyngodon idella (Cuvier et Valenciennes, 1844) (doublon);Amour blanc;GENNEVILLIERS;92036;1994-10-15
Emberiza schoeniclus (Linnaeus, 1758);Bruant des roseaux;GENNEVILLIERS;92036;1994-10-15
Larus canus Linnaeus, 1758;Goéland cendré;GENNEVILLIERS;92036;1994-10-15
Rutilus rutilus (Linnaeus, 1758);Gardon;GENNEVILLIERS;92036;1994-10-15
Actites hypoleucos (Linnaeus, 1758);Chevalier guignette;NANTERRE;92050;1995-01-11
Aglais urticae (Linnaeus, 1758);Petite Tortue (La), Vanesse de l'Ortie (La), Petit-Renard (Le);NANTERRE;92050;1995-01-11
Anas platyrhynchos Linnaeus, 1758;Canard colvert;NANTERRE;92050;1995-01-11
Apis mellifera Linnaeus, 1758;;NANTERRE;92050;1995-01-11
Bombus pascuorum (Scopoli, 1763);;NANTERRE;92050;1995-01-11
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;NANTERRE;92050;1995-01-11
Celastrina argiolus (Linnaeus, 1758);Azuré des Nerpruns (L'), Argus à bande noire (L'), Argus bordé (L'), Argiolus (L');NANTERRE;92050;1995-01-11
Euclidia glyphica (Linnaeus, 1758);;NANTERRE;92050;1995-01-11
Palomena viridissima (Poda, 1761);;NANTERRE;92050;1995-01-11
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');NANTERRE;92050;1995-01-11
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;NANTERRE;92050;1995-01-11
Pica pica (Linnaeus, 1758);Pie bavarde;NANTERRE;92050;1995-01-11
Sylvia communis Latham, 1787;Fauvette grisette;NANTERRE;92050;1995-01-11
Sylvia curruca (Linnaeus, 1758);Fauvette babillarde;NANTERRE;92050;1995-01-11
Tettigonia viridissima (Linnaeus, 1758);Grande Sauterelle verte, Sauterelle verte (des prés),  Tettigonie verte, Sauterelle à coutelas;NANTERRE;92050;1995-01-11
Vespula vulgaris (Linnaeus, 1758);;NANTERRE;92050;1995-01-11
Dendrocopos major (Linnaeus, 1758);Pic épeiche;LE PLESSIS ROBINSON;92060;1997-03-21
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;LE PLESSIS ROBINSON;92060;1997-03-21
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;LE PLESSIS ROBINSON;92060;1997-03-21
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;LE PLESSIS ROBINSON;92060;1997-03-21
Turdus merula Linnaeus, 1758;Merle noir;LE PLESSIS ROBINSON;92060;1997-03-21
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CHATENAY MALABRY;92019;1998-05-15
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;CHATENAY MALABRY;92019;1998-05-15
Phylloscopus trochilus (Linnaeus, 1758);Pouillot fitis;CHATENAY MALABRY;92019;1998-05-15
Sylvia communis Latham, 1787;Fauvette grisette;CHATENAY MALABRY;92019;1998-05-15
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;CHATENAY MALABRY;92019;1998-05-15
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;FONTENAY AUX ROSES;92032;1998-08-18
Columba palumbus Linnaeus, 1758;Pigeon ramier;FONTENAY AUX ROSES;92032;1998-08-18
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;FONTENAY AUX ROSES;92032;1998-08-18
Parus caeruleus Linnaeus, 1758;Mésange bleue;FONTENAY AUX ROSES;92032;1998-08-18
Sitta europaea Linnaeus, 1758;Sittelle torchepot;FONTENAY AUX ROSES;92032;1998-08-18
Sylvia borin (Boddaert, 1783);Fauvette des jardins;FONTENAY AUX ROSES;92032;1998-08-18
Turdus merula Linnaeus, 1758;Merle noir;FONTENAY AUX ROSES;92032;1998-08-18
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;LE PLESSIS ROBINSON;92060;1998-12-10
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;LE PLESSIS ROBINSON;92060;1998-11-26
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;LE PLESSIS ROBINSON;92060;1998-11-26
Ischnura elegans (Vander Linden, 1820);;ISSY LES MOULINEAUX;92040;1998-01-12
Papilio machaon Linnaeus, 1758;Machaon (Le);ISSY LES MOULINEAUX;92040;1998-01-12
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');FONTENAY AUX ROSES;92032;1998-01-12
Platycnemis pennipes (Pallas, 1771);;ISSY LES MOULINEAUX;92040;1998-01-12
Polygonia c-album (Linnaeus, 1758);Gamma (Le), Robert-le-diable (Le), C-blanc (Le), Dentelle (La), Vanesse Gamma (La), Papillon-C (Le);FONTENAY AUX ROSES;92032;1998-01-12
Polygonia c-album (Linnaeus, 1758);Gamma (Le), Robert-le-diable (Le), C-blanc (Le), Dentelle (La), Vanesse Gamma (La), Papillon-C (Le);ISSY LES MOULINEAUX;92040;1998-01-12
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');ISSY LES MOULINEAUX;92040;1998-01-12
Coccothraustes coccothraustes (Linnaeus, 1758);Grosbec casse-noyaux;LE PLESSIS ROBINSON;92060;1999-01-01
Columba palumbus Linnaeus, 1758;Pigeon ramier;LE PLESSIS ROBINSON;92060;1999-01-01
Muscicapa striata (Pallas, 1764);Gobemouche gris;LE PLESSIS ROBINSON;92060;1999-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;LE PLESSIS ROBINSON;92060;1999-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;LE PLESSIS ROBINSON;92060;1999-01-01
Streptopelia decaocto (Frivaldszky, 1838);Tourterelle turque;LE PLESSIS ROBINSON;92060;1999-01-01
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;RUEIL MALMAISON;92063;1999-01-02
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;RUEIL MALMAISON;92063;1999-01-02
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;RUEIL MALMAISON;92063;1999-01-02
Regulus ignicapillus (Temminck, 1820);Roitelet à triple bandeau;RUEIL MALMAISON;92063;1999-01-02
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;RUEIL MALMAISON;92063;1999-01-02
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;RUEIL MALMAISON;92063;1999-01-02
Turdus iliacus Linnaeus, 1766;Grive mauvis;RUEIL MALMAISON;92063;1999-01-02
Turdus merula Linnaeus, 1758;Merle noir;RUEIL MALMAISON;92063;1999-01-02
Turdus pilaris Linnaeus, 1758;Grive litorne;RUEIL MALMAISON;92063;1999-01-02
Vulpes vulpes (Linnaeus, 1758);Renard roux;LE PLESSIS ROBINSON;92060;1999-08-19
Acanthosoma haemorrhoidale (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Adalia bipunctata (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Anas platyrhynchos Linnaeus, 1758;Canard colvert;BOULOGNE BILLANCOURT;92012;1999-11-30
Ardea cinerea Linnaeus, 1758;Héron cendré;BOULOGNE BILLANCOURT;92012;1999-11-30
Athalia rosae (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Bombylius cinerascens Mikan, 1796;;BOULOGNE BILLANCOURT;92012;1999-11-30
Carduelis spinus (Linnaeus, 1758);Tarin des aulnes;BOULOGNE BILLANCOURT;92012;1999-11-30
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;BOULOGNE BILLANCOURT;92012;1999-11-30
Dendrocopos major (Linnaeus, 1758);Pic épeiche;BOULOGNE BILLANCOURT;92012;1999-11-30
Ectobius pallidus (Olivier, 1789);;BOULOGNE BILLANCOURT;92012;1999-11-30
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;BOULOGNE BILLANCOURT;92012;1999-11-30
Graphosoma lineatum (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Lucanus cervus cervus (Linnaeus, 1758);Lucane Cerf-volant;BOULOGNE BILLANCOURT;92012;1999-11-30
Lucilia caesar (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Mantis religiosa (Linnaeus, 1758);Mante religieuse;BOULOGNE BILLANCOURT;92012;1999-11-30
Melanostoma scalare (Fabricius, 1794);;BOULOGNE BILLANCOURT;92012;1999-11-30
Muscicapa striata (Pallas, 1764);Gobemouche gris;BOULOGNE BILLANCOURT;92012;1999-11-30
Parus ater Linnaeus, 1758;Mésange noire;BOULOGNE BILLANCOURT;92012;1999-11-30
Parus major Linnaeus, 1758;Mésange charbonnière;BOULOGNE BILLANCOURT;92012;1999-11-30
Parus palustris Linnaeus, 1758;Mésange nonnette;BOULOGNE BILLANCOURT;92012;1999-11-30
Passer montanus (Linnaeus, 1758);Moineau friquet;BOULOGNE BILLANCOURT;92012;1999-11-30
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;BOULOGNE BILLANCOURT;92012;1999-11-30
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);BOULOGNE BILLANCOURT;92012;1999-11-30
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;BOULOGNE BILLANCOURT;92012;1999-11-30
Serinus serinus (Linnaeus, 1766);Serin cini;BOULOGNE BILLANCOURT;92012;1999-11-30
Turdus merula Linnaeus, 1758;Merle noir;BOULOGNE BILLANCOURT;92012;1999-11-30
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;ANTONY;92002;2000-01-01
Actites hypoleucos (Linnaeus, 1758);Chevalier guignette;SCEAUX;92071;2000-01-01
Anas platyrhynchos Linnaeus, 1758;Canard colvert;ANTONY;92002;2000-01-01
Anthus pratensis (Linnaeus, 1758);Pipit farlouse;SCEAUX;92071;2000-01-01
Aythya fuligula (Linnaeus, 1758);Fuligule morillon;SCEAUX;92071;2000-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;ANTONY;92002;2000-01-01
Coccothraustes coccothraustes (Linnaeus, 1758);Grosbec casse-noyaux;ANTONY;92002;2000-01-01
Columba oenas Linnaeus, 1758;Pigeon colombin;SCEAUX;92071;2000-01-01
Corvus corone Linnaeus, 1758;Corneille noire;ANTONY;92002;2000-01-01
Cuculus canorus Linnaeus, 1758;Coucou gris;SCEAUX;92071;2000-01-01
Dorcus parallelipipedus (Linnaeus, 1785);;LE PLESSIS ROBINSON;92060;2000-01-01
Ficedula hypoleuca (Pallas, 1764);Gobemouche noir;ANTONY;92002;2000-01-01
Ficedula hypoleuca (Pallas, 1764);Gobemouche noir;SCEAUX;92071;2000-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;SCEAUX;92071;2000-01-01
Fringilla montifringilla Linnaeus, 1758;Pinson du nord, Pinson des Ardennes;SCEAUX;92071;2000-01-01
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;ANTONY;92002;2000-01-01
Grus grus (Linnaeus, 1758);Grue cendrée;SCEAUX;92071;2000-01-01
Jynx torquilla Linnaeus, 1758;Torcol fourmilier;SCEAUX;92071;2000-01-01
Larus argentatus Pontoppidan, 1763;Goéland argenté;SCEAUX;92071;2000-01-01
Luscinia megarhynchos C. L. Brehm, 1831;Rossignol philomèle;SCEAUX;92071;2000-01-01
Meconema thalassinum (De Geer, 1773);Méconème tambourinaire, Méconème varié,  Sauterelle des Chênes;LE PLESSIS ROBINSON;92060;2000-01-01
Microrhagus pygmaeus (Fabricius, 1792);;LE PLESSIS ROBINSON;92060;2000-01-01
Muscicapa striata (Pallas, 1764);Gobemouche gris;SCEAUX;92071;2000-01-01
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');LE PLESSIS ROBINSON;92060;2000-01-01
Parus ater Linnaeus, 1758;Mésange noire;SCEAUX;92071;2000-01-01
Parus palustris Linnaeus, 1758;Mésange nonnette;SCEAUX;92071;2000-01-01
Passer domesticus (Linnaeus, 1758);Moineau domestique;ANTONY;92002;2000-01-01
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;SCEAUX;92071;2000-01-01
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;SCEAUX;92071;2000-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;SCEAUX;92071;2000-01-01
Phylloscopus sibilatrix (Bechstein, 1793);Pouillot siffleur;ANTONY;92002;2000-01-01
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;ANTONY;92002;2000-01-01
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;SCEAUX;92071;2000-01-01
Regulus ignicapillus (Temminck, 1820);Roitelet à triple bandeau;SCEAUX;92071;2000-01-01
Sylvia communis Latham, 1787;Fauvette grisette;SCEAUX;92071;2000-01-01
Tachybaptus ruficollis (Pallas, 1764);Grèbe castagneux;SCEAUX;92071;2000-01-01
Tringa ochropus Linnaeus, 1758;Chevalier culblanc;SCEAUX;92071;2000-01-01
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;ANTONY;92002;2000-01-01
Turdus iliacus Linnaeus, 1766;Grive mauvis;SCEAUX;92071;2000-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;ANTONY;92002;2000-01-01
Vanellus vanellus (Linnaeus, 1758);Vanneau huppé;SCEAUX;92071;2000-01-01
Vespa crabro Linnaeus, 1758;;LE PLESSIS ROBINSON;92060;2000-01-01
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;ANTONY;92002;2001-01-01
Acrocephalus arundinaceus (Linnaeus, 1758);Rousserolle turdoïde;ANTONY;92002;2001-01-01
Alauda arvensis Linnaeus, 1758;Alouette des champs;ANTONY;92002;2001-01-01
Alcedo atthis (Linnaeus, 1758);Martin-pêcheur d'Europe;ANTONY;92002;2001-01-01
Anas clypeata Linnaeus, 1758;Canard souchet;ANTONY;92002;2001-01-01
Anax imperator Leach, 1815;;CHATENAY MALABRY;92019;2001-01-01
Anguis fragilis Linnaeus, 1758;Orvet fragile, Orvet;CHATENAY MALABRY;92019;2001-01-01
Anthus trivialis (Linnaeus, 1758);Pipit des arbres;ANTONY;92002;2001-01-01
Aythya ferina (Linnaeus, 1758);Fuligule milouin;ANTONY;92002;2001-01-01
Bombus pascuorum (Scopoli, 1763);;CHATENAY MALABRY;92019;2001-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;CHATENAY MALABRY;92019;2001-01-01
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;ANTONY;92002;2001-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;ANTONY;92002;2001-01-01
Cettia cetti (Temminck, 1820);Bouscarle de Cetti;ANTONY;92002;2001-01-01
Chorthippus parallelus (Zetterstedt, 1821);Criquet des pâtures, Oedipode parallèle;CHATENAY MALABRY;92019;2001-01-01
Cygnus olor (Gmelin, 1803);Cygne tuberculé;ANTONY;92002;2001-01-01
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;ANTONY;92002;2001-01-01
Dorcus parallelipipedus (Linnaeus, 1785);;CHATENAY MALABRY;92019;2001-01-01
Ectobius pallidus (Olivier, 1789);;CHATENAY MALABRY;92019;2001-01-01
Erinaceus europaeus Linnaeus, 1758;Hérisson d'Europe;ANTONY;92002;2001-01-01
Fulica atra Linnaeus, 1758;Foulque macroule;ANTONY;92002;2001-01-01
Gallinago gallinago (Linnaeus, 1758);Bécassine des marais;ANTONY;92002;2001-01-01
Halyzia sedecimguttata (Linnaeus, 1758);;CHATENAY MALABRY;92019;2001-01-01
Himacerus mirmicoides (O. Costa, 1834);;CHATENAY MALABRY;92019;2001-01-01
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');CHATENAY MALABRY;92019;2001-01-01
Lanius collurio Linnaeus, 1758;Pie-grièche écorcheur;ANTONY;92002;2001-01-01
Lasius niger (Linnaeus, 1758);;CHATENAY MALABRY;92019;2001-01-01
Mordella aculeata Linnaeus, 1758;;CHATENAY MALABRY;92019;2001-01-01
Motacilla alba Linnaeus, 1758;Bergeronnette grise;ANTONY;92002;2001-01-01
Motacilla flava Linnaeus, 1758;Bergeronnette printanière;ANTONY;92002;2001-01-01
Oedemera podagrariae (Linnaeus, 1767);;CHATENAY MALABRY;92019;2001-01-01
Parus montanus Conrad von Baldenstein, 1827;Mésange boréale;ANTONY;92002;2001-01-01
Parus palustris Linnaeus, 1758;Mésange nonnette;ANTONY;92002;2001-01-01
Passer domesticus (Linnaeus, 1758);Moineau domestique;ANTONY;92002;2001-01-01
Passer montanus (Linnaeus, 1758);Moineau friquet;ANTONY;92002;2001-01-01
Pelophylax kl. esculentus (Linnaeus, 1758);Grenouille verte, Grenouille comestible;ANTONY;92002;2001-01-01
Phoenicurus phoenicurus (Linnaeus, 1758);Rougequeue à front blanc;ANTONY;92002;2001-01-01
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;CHATENAY MALABRY;92019;2001-01-01
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;ANTONY;92002;2001-01-01
Regulus ignicapillus (Temminck, 1820);Roitelet à triple bandeau;ANTONY;92002;2001-01-01
Riparia riparia (Linnaeus, 1758);Hirondelle de rivage;ANTONY;92002;2001-01-01
Rutpela maculata (Poda, 1761);;CHATENAY MALABRY;92019;2001-01-01
Silvanus unidentatus (Olivier, 1790);;CHATENAY MALABRY;92019;2001-01-01
Stenodema laevigata (Linnaeus, 1758);;CHATENAY MALABRY;92019;2001-01-01
Streptopelia turtur (Linnaeus, 1758);Tourterelle des bois;ANTONY;92002;2001-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;ANTONY;92002;2001-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;ANTONY;92002;2001-01-01
Talpa europaea Linnaeus, 1758;Taupe d'Europe;ANTONY;92002;2001-01-01
Tomoxia bucephala (Costa, 1854);;CHATENAY MALABRY;92019;2001-01-01
Trichius zonatus Germar, 1829;;CHATENAY MALABRY;92019;2001-01-01
Tringa glareola Linnaeus, 1758;Chevalier sylvain;ANTONY;92002;2001-01-01
Turdus iliacus Linnaeus, 1766;Grive mauvis;ANTONY;92002;2001-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;ANTONY;92002;2001-01-01
Abramis brama (Linnaeus, 1758);Brème commune;NEUILLY SUR SEINE;92051;2001-06-27
Anguilla anguilla (Linnaeus, 1758);Anguille européenne;VILLENEUVE LA GARENNE;92078;2001-06-27
Gobio gobio (Linnaeus, 1758);Goujon;NEUILLY SUR SEINE;92051;2001-06-27
Sander lucioperca (Linnaeus, 1758);Sandre;VILLENEUVE LA GARENNE;92078;2001-06-27
Leptophyes punctatissima (Bosc, 1792);Leptophye ponctuée, Sauterelle ponctuée, Barbitiste trèsponctué;LE PLESSIS ROBINSON;92060;2001-07-30
Metallina properans (Stephens, 1828);;LE PLESSIS ROBINSON;92060;2001-07-30
Rhagonycha fulva (Scopoli, 1763);;LE PLESSIS ROBINSON;92060;2001-07-30
Saldula saltatoria (Linnaeus, 1758);;LE PLESSIS ROBINSON;92060;2001-07-30
Stenodema laevigata (Linnaeus, 1758);;LE PLESSIS ROBINSON;92060;2001-07-30
Carduelis carduelis (Linnaeus, 1758);Chardonneret élégant;SAINT CLOUD;92064;2002-01-01
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;SAINT CLOUD;92064;2002-01-01
Coprophilus striatulus (Fabricius, 1793);;SCEAUX;92071;2002-01-01
Dorcus parallelipipedus (Linnaeus, 1785);;SCEAUX;92071;2002-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;SAINT CLOUD;92064;2002-01-01
Meconema thalassinum (De Geer, 1773);Méconème tambourinaire, Méconème varié,  Sauterelle des Chênes;SCEAUX;92071;2002-01-01
Micromus variegatus (Fabricius, 1793);;SCEAUX;92071;2002-01-01
Myotis nattereri (Kuhl, 1817);Murin de Natterer, Vespertilion de Natterer;VILLE D AVRAY;92077;2002-01-01
Passer montanus (Linnaeus, 1758);Moineau friquet;SAINT CLOUD;92064;2002-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;SAINT CLOUD;92064;2002-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;SAINT CLOUD;92064;2002-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;SAINT CLOUD;92064;2002-01-01
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;VILLE D AVRAY;92077;2002-01-01
Plecotus auritus (Linnaeus, 1758);Oreillard roux, Oreillard septentrional;MEUDON;92048;2002-01-01
Soronia grisea (Linnaeus, 1758);;SCEAUX;92071;2002-01-01
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;SAINT CLOUD;92064;2002-01-01
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;SAINT CLOUD;92064;2002-01-01
Vanessa atalanta (Linnaeus, 1758);Vulcain (Le), Amiral (L'), Vanesse Vulcain (La), Chiffre (Le), Atalante (L');SCEAUX;92071;2002-01-01
Astacus astacus (Linnaeus, 1758);Écrevisse à pattes rouges, Écrevisse à pieds rouges;SAINT CLOUD;92064;2002-01-06
Lissotriton helveticus (Razoumowsky, 1789);Triton palmé;MALAKOFF;92046;2002-01-06
Aglais urticae (Linnaeus, 1758);Petite Tortue (La), Vanesse de l'Ortie (La), Petit-Renard (Le);SAINT CLOUD;92064;2002-01-07
Agrotis puta (HÃ¼bner, 1803);;SAINT CLOUD;92064;2002-01-07
Atethmia centrago (Haworth, 1809);;SAINT CLOUD;92064;2002-01-07
Autographa gamma (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Diarsia rubi (Vieweg, 1790);;SAINT CLOUD;92064;2002-01-07
Gerris lacustris (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Gymnoscelis rufifasciata (Haworth, 1809);;SAINT CLOUD;92064;2002-01-07
Mythimna impura (HÃ¼bner, 1808);;SAINT CLOUD;92064;2002-01-07
Peribatodes rhomboidaria (Denis & SchiffermÃ¼ller, 1775);;SAINT CLOUD;92064;2002-01-07
Phlogophora meticulosa (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Pieris napi (Linnaeus, 1758);Piéride du Navet (La), Papillon blanc veiné de vert (Le);SAINT CLOUD;92064;2002-01-07
Vanessa cardui (Linnaeus, 1758);Vanesse des Chardons (La), Belle-Dame (La), Vanesse de L'Artichaut (La), Vanesse du Chardon (La), Nymphe des Chardons (La);SAINT CLOUD;92064;2002-01-07
Xanthorhoe spadicearia (Denis & SchiffermÃ¼ller, 1775);;SAINT CLOUD;92064;2002-01-07
Xestia c-nigrum (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Agriotes acuminatus (Stephens, 1830);;CHATENAY MALABRY;92019;2003-01-01
Agriotes pilosellus (SchÃ¶nherr, 1817);;MEUDON;92048;2003-01-01
Alosterna tabacicolor (De Geer, 1775);;MEUDON;92048;2003-01-01
Ampedus glycereus (Herbst, 1784);;MEUDON;92048;2003-01-01
Ampedus glycereus (Herbst, 1784);;VILLE D AVRAY;92077;2003-01-01
Anas platyrhynchos Linnaeus, 1758;Canard colvert;ANTONY;92002;2003-01-01
Antherophagus;;MEUDON;92048;2003-01-01
Asaphidion stierlini (Heyden, 1880);;VILLE D AVRAY;92077;2003-01-01
Asio otus (Linnaeus, 1758);Hibou moyen-duc;CHATENAY MALABRY;92019;2003-01-01
Athous vittatus (Gmelin, 1790);;CHATENAY MALABRY;92019;2003-01-01
Athous vittatus (Gmelin, 1790);;MEUDON;92048;2003-01-01
Aulonothroscus brevicollis (Bonvouloir, 1859);;CHATENAY MALABRY;92019;2003-01-01
Aulonothroscus brevicollis (Bonvouloir, 1859);;VILLE D AVRAY;92077;2003-01-01
Bitoma crenata (Fabricius, 1775);;CHATENAY MALABRY;92019;2003-01-01
Bitoma crenata (Fabricius, 1775);;VILLE D AVRAY;92077;2003-01-01
Brachygonus megerlei (Lacordaire in Boisduval & Lacordaire, 1835);;VILLE D AVRAY;92077;2003-01-01
Calambus bipustulatus (Linnaeus, 1767);;CHATENAY MALABRY;92019;2003-01-01
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;ANTONY;92002;2003-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;ANTONY;92002;2003-01-01
Cetonia aurata (Linnaeus, 1761);;VILLE D AVRAY;92077;2003-01-01
Clytus arietis (Linnaeus, 1758);;CHATENAY MALABRY;92019;2003-01-01
Coeliodes transversealbofasciatus (Goeze, 1777);;CHATENAY MALABRY;92019;2003-01-01
Colobicus hirtus (Rossi, 1790);;MEUDON;92048;2003-01-01
Corvus corone Linnaeus, 1758;Corneille noire;ANTONY;92002;2003-01-01
Cuculus canorus Linnaeus, 1758;Coucou gris;CHATENAY MALABRY;92019;2003-01-01
Dacne bipustulata (Thunberg, 1781);;CHATENAY MALABRY;92019;2003-01-01
Dendrocopos major (Linnaeus, 1758);Pic épeiche;CHATENAY MALABRY;92019;2003-01-01
Deporaus betulae (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Dromius quadrimaculatus (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Dryocoetes villosus villosus (Fabricius, 1792);;VILLE D AVRAY;92077;2003-01-01
Dryocopus martius (Linnaeus, 1758);Pic noir;CHATENAY MALABRY;92019;2003-01-01
Eulagius filicornis (Reitter, 1887);;MEUDON;92048;2003-01-01
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;CHATENAY MALABRY;92019;2003-01-01
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;ANTONY;92002;2003-01-01
Laemophloeus;;CHATENAY MALABRY;92019;2003-01-01
Lagria;;MEUDON;92048;2003-01-01
Locustella naevia (Boddaert, 1783);Locustelle tachetée;CHATENAY MALABRY;92019;2003-01-01
Melanotus villosus (Fourcroy, 1785);;VILLE D AVRAY;92077;2003-01-01
Microrhagus pygmaeus (Fabricius, 1792);;MEUDON;92048;2003-01-01
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;CHATENAY MALABRY;92019;2003-01-01
