NOM_SC;NOM_FR;COMMUNE;CODE_INSEE;DATE_OBS
Parus palustris Linnaeus, 1758;Mésange nonnette;LE PLESSIS ROBINSON;92060;1998-11-26
Turdus merula Linnaeus, 1758;Merle noir;LE PLESSIS ROBINSON;92060;1998-11-26
Aglais urticae (Linnaeus, 1758);Petite Tortue (La), Vanesse de l'Ortie (La), Petit-Renard (Le);FONTENAY AUX ROSES;92032;1998-01-12
Apodemus sylvaticus (Linnaeus, 1758);Mulot sylvestre;FONTENAY AUX ROSES;92032;1998-01-12
Enallagma cyathigerum (Charpentier, 1840);;ISSY LES MOULINEAUX;92040;1998-01-12
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');FONTENAY AUX ROSES;92032;1998-01-12
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');ISSY LES MOULINEAUX;92040;1998-01-12
Lasiocampa quercus (Linnaeus, 1758);Bombyx du Chêne (Le);ISSY LES MOULINEAUX;92040;1998-01-12
Martes foina (Erxleben, 1777);Fouine;FONTENAY AUX ROSES;92032;1998-01-12
Sorex araneus Linnaeus, 1758;Musaraigne carrelet;FONTENAY AUX ROSES;92032;1998-01-12
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;LE PLESSIS ROBINSON;92060;1999-01-01
Dendrocopos major (Linnaeus, 1758);Pic épeiche;LE PLESSIS ROBINSON;92060;1999-01-01
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;LE PLESSIS ROBINSON;92060;1999-01-01
Parus major Linnaeus, 1758;Mésange charbonnière;LE PLESSIS ROBINSON;92060;1999-01-01
Parus montanus Conrad von Baldenstein, 1827;Mésange boréale;LE PLESSIS ROBINSON;92060;1999-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;LE PLESSIS ROBINSON;92060;1999-01-01
Pyrrhula pyrrhula (Linnaeus, 1758);Bouvreuil pivoine;LE PLESSIS ROBINSON;92060;1999-01-01
Strix aluco Linnaeus, 1758;Chouette hulotte;LE PLESSIS ROBINSON;92060;1999-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;LE PLESSIS ROBINSON;92060;1999-01-01
Sylvia communis Latham, 1787;Fauvette grisette;LE PLESSIS ROBINSON;92060;1999-01-01
Dendrocopos major (Linnaeus, 1758);Pic épeiche;RUEIL MALMAISON;92063;1999-01-02
Motacilla alba Linnaeus, 1758;Bergeronnette grise;RUEIL MALMAISON;92063;1999-01-02
Prunella modularis (Linnaeus, 1758);Accenteur mouchet;RUEIL MALMAISON;92063;1999-01-02
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;RUEIL MALMAISON;92063;1999-01-02
Myotis daubentonii (Kuhl, 1817);Vespertilion nathaline, Vespertilion de Daubenton;LE PLESSIS ROBINSON;92060;1999-08-19
Pipistrellus nathusii (Keyserling & Blasius, 1839);Pipistrelle de Nathusius;LE PLESSIS ROBINSON;92060;1999-08-19
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;LE PLESSIS ROBINSON;92060;1999-08-19
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;BOULOGNE BILLANCOURT;92012;1999-11-30
Cetonia aurata (Linnaeus, 1761);;BOULOGNE BILLANCOURT;92012;1999-11-30
Columba oenas Linnaeus, 1758;Pigeon colombin;BOULOGNE BILLANCOURT;92012;1999-11-30
Corvus corone Linnaeus, 1758;Corneille noire;BOULOGNE BILLANCOURT;92012;1999-11-30
Cylindromyia bicolor (Olivier, 1812);;BOULOGNE BILLANCOURT;92012;1999-11-30
Dolycoris baccarum (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Erinaceus europaeus Linnaeus, 1758;Hérisson d'Europe;BOULOGNE BILLANCOURT;92012;1999-11-30
Oedemera nobilis (Scopoli, 1763);;BOULOGNE BILLANCOURT;92012;1999-11-30
Paracorymbia fulva (De Geer, 1775);;BOULOGNE BILLANCOURT;92012;1999-11-30
Parus cristatus Linnaeus, 1758;Mésange huppée;BOULOGNE BILLANCOURT;92012;1999-11-30
Passer domesticus (Linnaeus, 1758);Moineau domestique;BOULOGNE BILLANCOURT;92012;1999-11-30
Pyrrhocoris apterus (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Scaeva pyrastri (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Sitta europaea Linnaeus, 1758;Sittelle torchepot;BOULOGNE BILLANCOURT;92012;1999-11-30
Syrphus ribesii (Linnaeus, 1758);;BOULOGNE BILLANCOURT;92012;1999-11-30
Turdus pilaris Linnaeus, 1758;Grive litorne;BOULOGNE BILLANCOURT;92012;1999-11-30
Turdus viscivorus Linnaeus, 1758;Grive draine;BOULOGNE BILLANCOURT;92012;1999-11-30
Accipiter gentilis (Linnaeus, 1758);Autour des palombes;SCEAUX;92071;2000-01-01
Accipiter nisus (Linnaeus, 1758);Épervier d'Europe;SCEAUX;92071;2000-01-01
Anas crecca Linnaeus, 1758;Sarcelle d'hiver;SCEAUX;92071;2000-01-01
Anas penelope Linnaeus, 1758;Canard siffleur;SCEAUX;92071;2000-01-01
Anas platyrhynchos Linnaeus, 1758;Canard colvert;SCEAUX;92071;2000-01-01
Anas querquedula Linnaeus, 1758;Sarcelle d'été;SCEAUX;92071;2000-01-01
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;ANTONY;92002;2000-01-01
Carduelis cannabina (Linnaeus, 1758);Linotte mélodieuse;SCEAUX;92071;2000-01-01
Celastrina argiolus (Linnaeus, 1758);Azuré des Nerpruns (L'), Argus à bande noire (L'), Argus bordé (L'), Argiolus (L');LE PLESSIS ROBINSON;92060;2000-01-01
Chloris chloris (Linnaeus, 1758);Verdier d'Europe;SCEAUX;92071;2000-01-01
Circus aeruginosus (Linnaeus, 1758);Busard des roseaux;SCEAUX;92071;2000-01-01
Circus cyaneus (Linnaeus, 1758);Busard Saint-Martin;SCEAUX;92071;2000-01-01
Corvus frugilegus Linnaeus, 1758;Corbeau freux;SCEAUX;92071;2000-01-01
Corvus monedula Linnaeus, 1758;Choucas des tours;SCEAUX;92071;2000-01-01
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;SCEAUX;92071;2000-01-01
Emberiza citrinella Linnaeus, 1758;Bruant jaune;SCEAUX;92071;2000-01-01
Falco tinnunculus Linnaeus, 1758;Faucon crécerelle;ANTONY;92002;2000-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;ANTONY;92002;2000-01-01
Glischrochilus hortensis (Fourcroy, 1785);;LE PLESSIS ROBINSON;92060;2000-01-01
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;ANTONY;92002;2000-01-01
Larus fuscus Linnaeus, 1758;Goéland brun;SCEAUX;92071;2000-01-01
Lullula arborea (Linnaeus, 1758);Alouette lulu;SCEAUX;92071;2000-01-01
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;SCEAUX;92071;2000-01-01
Nalassus laevioctostriatus (Goeze, 1777);;LE PLESSIS ROBINSON;92060;2000-01-01
Oenanthe oenanthe (Linnaeus, 1758);Traquet motteux;SCEAUX;92071;2000-01-01
Pandion haliaetus (Linnaeus, 1758);Balbuzard pêcheur;SCEAUX;92071;2000-01-01
Parus cristatus Linnaeus, 1758;Mésange huppée;SCEAUX;92071;2000-01-01
Parus montanus Conrad von Baldenstein, 1827;Mésange boréale;SCEAUX;92071;2000-01-01
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;ANTONY;92002;2000-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;ANTONY;92002;2000-01-01
Regulus regulus (Linnaeus, 1758);Roitelet huppé;ANTONY;92002;2000-01-01
Saxicola rubicola (Linnaeus, 1758);Tarier pâtre;SCEAUX;92071;2000-01-01
Serica brunnea (Linnaeus, 1758);;LE PLESSIS ROBINSON;92060;2000-01-01
Sitta europaea Linnaeus, 1758;Sittelle torchepot;ANTONY;92002;2000-01-01
Streptopelia turtur (Linnaeus, 1758);Tourterelle des bois;SCEAUX;92071;2000-01-01
Turdus merula Linnaeus, 1758;Merle noir;ANTONY;92002;2000-01-01
Turdus merula Linnaeus, 1758;Merle noir;SCEAUX;92071;2000-01-01
Turdus viscivorus Linnaeus, 1758;Grive draine;ANTONY;92002;2000-01-01
Alytes obstetricans (Laurenti, 1768);Alyte accoucheur, Crapaud accoucheur;ANTONY;92002;2001-01-01
Anas platyrhynchos Linnaeus, 1758;Canard colvert;ANTONY;92002;2001-01-01
Anas querquedula Linnaeus, 1758;Sarcelle d'été;ANTONY;92002;2001-01-01
Anser anser (Linnaeus, 1758);Oie cendrée;ANTONY;92002;2001-01-01
Apus apus (Linnaeus, 1758);Martinet noir;ANTONY;92002;2001-01-01
Ardea cinerea Linnaeus, 1758;Héron cendré;ANTONY;92002;2001-01-01
Carduelis spinus (Linnaeus, 1758);Tarin des aulnes;ANTONY;92002;2001-01-01
Charadrius dubius Scopoli, 1786;Petit Gravelot;ANTONY;92002;2001-01-01
Chrysoperla carnea (Stephens, 1836);;CHATENAY MALABRY;92019;2001-01-01
Corvus frugilegus Linnaeus, 1758;Corbeau freux;ANTONY;92002;2001-01-01
Dendrocopos major (Linnaeus, 1758);Pic épeiche;ANTONY;92002;2001-01-01
Dolichovespula media (Retzius, 1783);;CHATENAY MALABRY;92019;2001-01-01
Emberiza cirlus Linnaeus, 1758;Bruant zizi;ANTONY;92002;2001-01-01
Emberiza citrinella Linnaeus, 1758;Bruant jaune;ANTONY;92002;2001-01-01
Ficedula hypoleuca (Pallas, 1764);Gobemouche noir;ANTONY;92002;2001-01-01
Fringilla montifringilla Linnaeus, 1758;Pinson du nord, Pinson des Ardennes;ANTONY;92002;2001-01-01
Glischrochilus hortensis (Fourcroy, 1785);;CHATENAY MALABRY;92019;2001-01-01
Graphocephala fennahi Young, 1977;;CHATENAY MALABRY;92019;2001-01-01
Ischnura elegans (Vander Linden, 1820);;CHATENAY MALABRY;92019;2001-01-01
Larus fuscus Linnaeus, 1758;Goéland brun;ANTONY;92002;2001-01-01
Larus ridibundus Linnaeus, 1766;Mouette rieuse;ANTONY;92002;2001-01-01
Lasius emarginatus (Olivier, 1792);;CHATENAY MALABRY;92019;2001-01-01
Locustella naevia (Boddaert, 1783);Locustelle tachetée;ANTONY;92002;2001-01-01
Loxia curvirostra Linnaeus, 1758;Bec-croisé des sapins;ANTONY;92002;2001-01-01
Lucanus cervus (Linnaeus, 1758);Lucane Cerf-volant;CHATENAY MALABRY;92019;2001-01-01
Lullula arborea (Linnaeus, 1758);Alouette lulu;ANTONY;92002;2001-01-01
Luscinia megarhynchos C. L. Brehm, 1831;Rossignol philomèle;ANTONY;92002;2001-01-01
Luscinia svecica (Linnaeus, 1758);Gorgebleue à miroir;ANTONY;92002;2001-01-01
Muscicapa striata (Pallas, 1764);Gobemouche gris;ANTONY;92002;2001-01-01
Netta rufina (Pallas, 1773);Nette rousse;ANTONY;92002;2001-01-01
Oedemera nobilis (Scopoli, 1763);;CHATENAY MALABRY;92019;2001-01-01
Oenanthe oenanthe (Linnaeus, 1758);Traquet motteux;ANTONY;92002;2001-01-01
Panorpa communis Linnaeus, 1758;;CHATENAY MALABRY;92019;2001-01-01
Pernis apivorus (Linnaeus, 1758);Bondrée apivore;ANTONY;92002;2001-01-01
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;ANTONY;92002;2001-01-01
Pica pica (Linnaeus, 1758);Pie bavarde;ANTONY;92002;2001-01-01
Picus viridis Linnaeus, 1758;Pic vert, Pivert;ANTONY;92002;2001-01-01
Pieris napi (Linnaeus, 1758);Piéride du Navet (La), Papillon blanc veiné de vert (Le);CHATENAY MALABRY;92019;2001-01-01
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);CHATENAY MALABRY;92019;2001-01-01
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;ANTONY;92002;2001-01-01
Podarcis muralis (Laurenti, 1768);Lézard des murailles;CHATENAY MALABRY;92019;2001-01-01
Rallus aquaticus Linnaeus, 1758;Râle d'eau;ANTONY;92002;2001-01-01
Recurvirostra avosetta Linnaeus, 1758;Avocette élégante;ANTONY;92002;2001-01-01
Regulus regulus (Linnaeus, 1758);Roitelet huppé;ANTONY;92002;2001-01-01
Saxicola rubetra (Linnaeus, 1758);Traquet tarier, Tarier des prés;ANTONY;92002;2001-01-01
Strix aluco Linnaeus, 1758;Chouette hulotte;ANTONY;92002;2001-01-01
Tringa ochropus Linnaeus, 1758;Chevalier culblanc;ANTONY;92002;2001-01-01
Tringa totanus (Linnaeus, 1758);Chevalier gambette;ANTONY;92002;2001-01-01
Turdus pilaris Linnaeus, 1758;Grive litorne;ANTONY;92002;2001-01-01
Turdus viscivorus Linnaeus, 1758;Grive draine;ANTONY;92002;2001-01-01
Upupa epops Linnaeus, 1758;Huppe fasciée;ANTONY;92002;2001-01-01
Vanellus vanellus (Linnaeus, 1758);Vanneau huppé;ANTONY;92002;2001-01-01
Vulpes vulpes (Linnaeus, 1758);Renard roux;ANTONY;92002;2001-01-01
Parus palustris Linnaeus, 1758;Mésange nonnette;LE PLESSIS ROBINSON;92060;2001-01-05
Phylloscopus sibilatrix (Bechstein, 1793);Pouillot siffleur;LE PLESSIS ROBINSON;92060;2001-01-05
Sitta europaea Linnaeus, 1758;Sittelle torchepot;LE PLESSIS ROBINSON;92060;2001-01-05
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;LE PLESSIS ROBINSON;92060;2001-01-05
Abramis brama (Linnaeus, 1758);Brème commune;VILLENEUVE LA GARENNE;92078;2001-06-27
Chondrostoma nasus (Linnaeus, 1758);Hotu;VILLENEUVE LA GARENNE;92078;2001-06-27
Perca fluviatilis Linnaeus, 1758;Perche;VILLENEUVE LA GARENNE;92078;2001-06-27
Squalius cephalus (Linnaeus, 1758);Chevaine;NEUILLY SUR SEINE;92051;2001-06-27
Attalus varitarsis (Kraatz, 1862);;LE PLESSIS ROBINSON;92060;2001-07-30
Bembidion quadrimaculatum (Linnaeus, 1761);;LE PLESSIS ROBINSON;92060;2001-07-30
Dolichovespula media (Retzius, 1783);;LE PLESSIS ROBINSON;92060;2001-07-30
Forficula auricularia Linnaeus, 1758;;LE PLESSIS ROBINSON;92060;2001-07-30
Hesperophanes sericeus (Fabricius, 1787);;LE PLESSIS ROBINSON;92060;2001-07-30
Myrmica ruginodis Nylander, 1846;;LE PLESSIS ROBINSON;92060;2001-07-30
Ocypus aethiops (Waltl, 1835);;LE PLESSIS ROBINSON;92060;2001-07-30
Palomena prasina (Linnaeus, 1761);;LE PLESSIS ROBINSON;92060;2001-07-30
Pararge aegeria (Linnaeus, 1758);Tircis (Le), Argus des Bois (L'), Égérie (L');LE PLESSIS ROBINSON;92060;2001-07-30
Pieris brassicae (Linnaeus, 1758);Piéride du Chou (La), Grande Piéride du Chou (La), Papillon du Chou (Le);LE PLESSIS ROBINSON;92060;2001-07-30
Aeshna cyanea (MÃ¼ller, 1764);;SCEAUX;92071;2002-01-01
Cryptarcha strigata (Fabricius, 1787);;SCEAUX;92071;2002-01-01
Halyzia sedecimguttata (Linnaeus, 1758);;SCEAUX;92071;2002-01-01
Himacerus apterus (Fabricius, 1798);;SCEAUX;92071;2002-01-01
Issus coleoptratus (Fabricius, 1781);;SCEAUX;92071;2002-01-01
Lasius brunneus (Latreille, 1798);;SCEAUX;92071;2002-01-01
Liocoris tripustulatus (Fabricius, 1781);;SCEAUX;92071;2002-01-01
Myotis daubentonii (Kuhl, 1817);Vespertilion nathaline, Vespertilion de Daubenton;MEUDON;92048;2002-01-01
Nyctalus noctula (Schreber, 1774);Noctule commune;MEUDON;92048;2002-01-01
Polygonia c-album (Linnaeus, 1758);Gamma (Le), Robert-le-diable (Le), C-blanc (Le), Dentelle (La), Vanesse Gamma (La), Papillon-C (Le);SCEAUX;92071;2002-01-01
Serinus serinus (Linnaeus, 1766);Serin cini;SAINT CLOUD;92064;2002-01-01
Turdus merula Linnaeus, 1758;Merle noir;SAINT CLOUD;92064;2002-01-01
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;SAINT CLOUD;92064;2002-01-01
Xylotrechus arvicola (Olivier, 1795);;SCEAUX;92071;2002-01-01
Alytes obstetricans (Laurenti, 1768);Alyte accoucheur, Crapaud accoucheur;MALAKOFF;92046;2002-01-06
Anax imperator Leach, 1815;;SAINT CLOUD;92064;2002-01-07
Diachrysia chrysitis (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Hypena proboscidalis (Linnaeus, 1758);;SAINT CLOUD;92064;2002-01-07
Inachis io (Linnaeus, 1758);Paon-du-jour (Le), Paon de jour (Le), Oeil -de-Paon-du-Jour (Le), Paon (Le), Oeil-de-Paon (L');SAINT CLOUD;92064;2002-01-07
Ochropleura plecta (Linnaeus, 1761);;SAINT CLOUD;92064;2002-01-07
Rivula sericealis (Scopoli, 1763);;SAINT CLOUD;92064;2002-01-07
Xestia xanthographa (Denis & SchiffermÃ¼ller, 1775);;SAINT CLOUD;92064;2002-01-07
Abdera bifasciata (Marsham, 1802);;VILLE D AVRAY;92077;2003-01-01
Agrilus;;VILLE D AVRAY;92077;2003-01-01
Ampedus cinnaberinus (Eschscholtz, 1829);;VILLE D AVRAY;92077;2003-01-01
Ampedus nigerrimus (Lacordaire in Boisduval & Lacordaire, 1835);;VILLE D AVRAY;92077;2003-01-01
Anas strepera Linnaeus, 1758;Canard chipeau;ANTONY;92002;2003-01-01
Anthus pratensis (Linnaeus, 1758);Pipit farlouse;CHATENAY MALABRY;92019;2003-01-01
Athous emaciatus CandÃ¨ze, 1860;;CHATENAY MALABRY;92019;2003-01-01
Athous haemorrhoidalis (Fabricius, 1801);;MEUDON;92048;2003-01-01
Athous subfuscus (O.F. MÃ¼ller, 1764);;VILLE D AVRAY;92077;2003-01-01
Byturus tomentosus (De Geer, 1774);;CHATENAY MALABRY;92019;2003-01-01
Byturus tomentosus (De Geer, 1774);;VILLE D AVRAY;92077;2003-01-01
Calambus bipustulatus (Linnaeus, 1767);;MEUDON;92048;2003-01-01
Cerambyx scopolii Fuessly, 1775;;MEUDON;92048;2003-01-01
Certhia brachydactyla C.L. Brehm, 1820;Grimpereau des jardins;CHATENAY MALABRY;92019;2003-01-01
Cetonia aurata (Linnaeus, 1761);;CHATENAY MALABRY;92019;2003-01-01
Clerus mutillarius Fabricius, 1775;;CHATENAY MALABRY;92019;2003-01-01
Coccothraustes coccothraustes (Linnaeus, 1758);Grosbec casse-noyaux;CHATENAY MALABRY;92019;2003-01-01
Columba livia Gmelin, 1789;Pigeon biset;ANTONY;92002;2003-01-01
Colydium elongatum (Fabricius, 1787);;MEUDON;92048;2003-01-01
Ctesias serra (Fabricius, 1792);;MEUDON;92048;2003-01-01
Dacne bipustulata (Thunberg, 1781);;MEUDON;92048;2003-01-01
Delichon urbica (Linnaeus, 1758);Hirondelle de fenêtre;ANTONY;92002;2003-01-01
Dendrocopos minor (Linnaeus, 1758);Pic épeichette;CHATENAY MALABRY;92019;2003-01-01
Dromaeolus barnabita (Villa, 1837);;CHATENAY MALABRY;92019;2003-01-01
Dryocoetes villosus villosus (Fabricius, 1792);;CHATENAY MALABRY;92019;2003-01-01
Emberiza citrinella Linnaeus, 1758;Bruant jaune;CHATENAY MALABRY;92019;2003-01-01
Erithacus rubecula (Linnaeus, 1758);Rougegorge familier;ANTONY;92002;2003-01-01
Ernoporicus fagi (Fabricius, 1798);;MEUDON;92048;2003-01-01
Eucnemis capucina Ahrens, 1812;;MEUDON;92048;2003-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;ANTONY;92002;2003-01-01
Fringilla coelebs Linnaeus, 1758;Pinson des arbres;CHATENAY MALABRY;92019;2003-01-01
Garrulus glandarius (Linnaeus, 1758);Geai des chênes;CHATENAY MALABRY;92019;2003-01-01
Hirundo rustica Linnaeus, 1758;Hirondelle rustique, Hirondelle de cheminée;ANTONY;92002;2003-01-01
Leiopus femoratus Fairmaire, 1859;;MEUDON;92048;2003-01-01
Leiopus nebulosus (Linnaeus, 1758);;CHATENAY MALABRY;92019;2003-01-01
Leptura aurulenta Fabricius, 1792;;CHATENAY MALABRY;92019;2003-01-01
Lissodema denticolle (Gyllenhall, 1813);;CHATENAY MALABRY;92019;2003-01-01
Litargus connexus (Geoffroy, 1785);;VILLE D AVRAY;92077;2003-01-01
Lyctus;;MEUDON;92048;2003-01-01
Meligethes;;VILLE D AVRAY;92077;2003-01-01
Motacilla alba Linnaeus, 1758;Bergeronnette grise;ANTONY;92002;2003-01-01
Motacilla cinerea Tunstall, 1771;Bergeronnette des ruisseaux;ANTONY;92002;2003-01-01
Mycetochara linearis (Illiger, 1794);;MEUDON;92048;2003-01-01
Mycetophagus piceus (Fabricius, 1777);;MEUDON;92048;2003-01-01
Mycetophagus salicis Brisout de Barneville, 1862;;CHATENAY MALABRY;92019;2003-01-01
Nalassus laevioctostriatus (Goeze, 1777);;MEUDON;92048;2003-01-01
Nemozoma elongatum (Linnaeus, 1761);;CHATENAY MALABRY;92019;2003-01-01
Nicrophorus vespilloides Herbst, 1783;;VILLE D AVRAY;92077;2003-01-01
Nothodes parvulus (Panzer, 1799);;VILLE D AVRAY;92077;2003-01-01
Ophonus puncticeps Stephens, 1828;;MEUDON;92048;2003-01-01
Oxylaemus cylindricus (Panzer, 1796);;VILLE D AVRAY;92077;2003-01-01
Parophonus maculicornis (Duftschmid, 1812);;MEUDON;92048;2003-01-01
Parus caeruleus Linnaeus, 1758;Mésange bleue;CHATENAY MALABRY;92019;2003-01-01
Parus cristatus Linnaeus, 1758;Mésange huppée;CHATENAY MALABRY;92019;2003-01-01
Parus palustris Linnaeus, 1758;Mésange nonnette;CHATENAY MALABRY;92019;2003-01-01
Passer montanus (Linnaeus, 1758);Moineau friquet;CHATENAY MALABRY;92019;2003-01-01
Phloiotrya tenuis (Hampe, 1850);;VILLE D AVRAY;92077;2003-01-01
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;ANTONY;92002;2003-01-01
Phylloscopus collybita (Vieillot, 1887);Pouillot véloce;ANTONY;92002;2003-01-01
Phymatodes testaceus (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Phymatodes testaceus (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Pipistrellus nathusii (Keyserling & Blasius, 1839);Pipistrelle de Nathusius;RUEIL MALMAISON;92063;2003-01-01
Platydema violaceum (Fabricius, 1790);;MEUDON;92048;2003-01-01
Platypus cylindrus (Fabricius, 1792);;CHATENAY MALABRY;92019;2003-01-01
Platypus cylindrus (Fabricius, 1792);;VILLE D AVRAY;92077;2003-01-01
Rhagium bifasciatum Fabricius, 1775;;VILLE D AVRAY;92077;2003-01-01
Rhizophagus bipustulatus (Fabricius, 1792);;CHATENAY MALABRY;92019;2003-01-01
Rhizophagus bipustulatus (Fabricius, 1792);;MEUDON;92048;2003-01-01
Rutpela maculata (Poda, 1761);;MEUDON;92048;2003-01-01
Salpingus ruficollis (Linnaeus, 1761);;MEUDON;92048;2003-01-01
Scobicia chevrieri (Villa & Villa, 1835);;MEUDON;92048;2003-01-01
Scobicia chevrieri (Villa & Villa, 1835);;VILLE D AVRAY;92077;2003-01-01
Scolytus carpini (Ratzeburg, 1837);;CHATENAY MALABRY;92019;2003-01-01
Silvanus bidentatus (Fabricius, 1792);;MEUDON;92048;2003-01-01
Silvanus unidentatus (Olivier, 1790);;VILLE D AVRAY;92077;2003-01-01
Stenagostus rhombeus (Olivier, 1790);;MEUDON;92048;2003-01-01
Stenocorus meridianus (Linnaeus, 1758);;MEUDON;92048;2003-01-01
Strix aluco Linnaeus, 1758;Chouette hulotte;CHATENAY MALABRY;92019;2003-01-01
Sylvia atricapilla (Linnaeus, 1758);Fauvette à tête noire;ANTONY;92002;2003-01-01
Synchita separanda (Reitter, 1882);;VILLE D AVRAY;92077;2003-01-01
Thanasimus formicarius (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Triplax russica (Linnaeus, 1758);;VILLE D AVRAY;92077;2003-01-01
Xestobium rufovillosum (De Geer, 1774);;CHATENAY MALABRY;92019;2003-01-01
Xyleborus dryographus (Ratzeburg, 1837);;VILLE D AVRAY;92077;2003-01-01
Xyleborus monographus (Fabricius, 1792);;VILLE D AVRAY;92077;2003-01-01
Xylocleptes bispinus (Duftschmid, 1825);;MEUDON;92048;2003-01-01
Xylopertha retusa (Olivier, 1790);;VILLE D AVRAY;92077;2003-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;RUEIL MALMAISON;92063;2003-01-03
Pipistrellus pipistrellus (Schreber, 1774);Pipistrelle commune;VILLENEUVE LA GARENNE;92078;2004-01-01
Bufo bufo (Linnaeus, 1758);Crapaud commun;CHATENAY MALABRY;92019;2004-03-05
Aegithalos caudatus (Linnaeus, 1758);Mésange à longue queue;VILLENEUVE LA GARENNE;92078;2004-12-05
Carduelis chloris (Linnaeus, 1758);Verdier d'Europe;VILLENEUVE LA GARENNE;92078;2004-12-05
Columba palumbus Linnaeus, 1758;Pigeon ramier;GENNEVILLIERS;92036;2004-12-05
Contopus cooperi (Swainson, 1832);Moucherolle à côtés olive;GENNEVILLIERS;92036;2004-12-05
Phylloscopus trochiloides nitidus;Pouillot du Caucase;GENNEVILLIERS;92036;2004-12-05
Phylloscopus trochilus (Linnaeus, 1758);Pouillot fitis;VILLENEUVE LA GARENNE;92078;2004-12-05
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;GENNEVILLIERS;92036;2004-12-05
Sylvia atricapilla pauluccii;;GENNEVILLIERS;92036;2004-12-05
Sylvia atricapilla pauluccii;;VILLENEUVE LA GARENNE;92078;2004-12-05
Tachybaptus ruficollis (Pallas, 1764);Grèbe castagneux;GENNEVILLIERS;92036;2004-12-05
Troglodytes troglodytes (Linnaeus, 1758);Troglodyte mignon;VILLENEUVE LA GARENNE;92078;2004-12-05
Turdus philomelos C. L. Brehm, 1831;Grive musicienne;VILLENEUVE LA GARENNE;92078;2004-12-05
Antiphrisson trifarius;;VILLENEUVE LA GARENNE;92078;2004-05-25
Ardea cinerea Linnaeus, 1758;Héron cendré;VILLENEUVE LA GARENNE;92078;2004-05-25
Carduelis chloris (Linnaeus, 1758);Verdier d'Europe;GENNEVILLIERS;92036;2004-05-25
Columba palumbus Linnaeus, 1758;Pigeon ramier;GENNEVILLIERS;92036;2004-05-25
Fulica atra Linnaeus, 1758;Foulque macroule;VILLENEUVE LA GARENNE;92078;2004-05-25
Passer domesticus (Linnaeus, 1758);Moineau domestique;VILLENEUVE LA GARENNE;92078;2004-05-25
Picus viridis Linnaeus, 1758;Pic vert, Pivert;VILLENEUVE LA GARENNE;92078;2004-05-25
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;GENNEVILLIERS;92036;2004-05-25
Sturnus vulgaris Linnaeus, 1758;Étourneau sansonnet;VILLENEUVE LA GARENNE;92078;2004-05-25
Sylvia atricapilla pauluccii;;VILLENEUVE LA GARENNE;92078;2004-05-25
Turdus merula Linnaeus, 1758;Merle noir;GENNEVILLIERS;92036;2004-05-25
Pieris rapae (Linnaeus, 1758);Piéride de la Rave (La), Petit Blanc du Chou (Le), Petite Piéride du Chou (La);MEUDON;92048;2004-01-06
Scopula imitaria (HÃ¼bner, 1799);;MEUDON;92048;2004-01-06
Orthetrum cancellatum (Linnaeus, 1758);;VILLENEUVE LA GARENNE;92078;2004-01-07
